Temp,한국어,영어,영어 검수
5167,한국 전래동화 중에 흥부와 놀부 이야기가 있습니다.,There is Heungbu and Nolbu story in Korean folk tales.,There is Heungbu and Nolbu story in Korean folk tales.
5171,그럼 한국 영화의 경우는 영어 자막을 지원하나요?,"Then in case of Korean movies, do they provide subtitles in English?","Then in the case of Korean movies, do they provide subtitles in English?"
5180,이 만화 댓글에는 공감하는 댓글이 엄청나게 달렸어.,There are many comments that sympathize with this comic.,There are many comments that sympathize with this comic.
5181,나는 이 영화를 보면서 뮤지컬을 보는 것 같아 재미있었어.,The movie was really funny because it was like watching musical.,This movie was really fun because it was like watching a musical.
5182,제가 본 영화 “로미오와 줄리엣”에서 두 남녀는 강렬한 사랑에 빠집니다.,"The movie I watched """" a man and a woman fall in an intense love.","In the movie ""Romeo and Juliet"" that I watched, a man and a woman fall in intense love."
5184,내가 보낸 화물이 다음 주 수요일쯤 도착할 거야.,The freight from you will arrive on next Wednesday.,The freight from me will arrive about next Wednesday.
5187,지금 화물 상황이 어떤지 확인 부탁드립니다.,Please check our cargo situation.,Please check the current cargo situation.
5188,내가 그 영화를 다 보았을 때 나는 너무 감동스러웠습니다.,"When I finished watching the movie, it was so touching","When I finished watching the movie, I was so touched."
5196,내가 이 영화를 좋아하는 이유는 좋은 음악 때문입니다.,The reason I like this movie is because of good songs.,The reason I like this movie is because of good songs.
5201,또한 서양 화폐와 동양 화폐도 전시되어 있었어.,There were also western and eastern money exhibited.,There were also western and eastern money exhibited.
5206,제가 본 영화 중 가장 최악의 영화는 ‘의형제’라는 영화입니다.,The worst movie I have ever seen is called 'Blood Brother.,The worst movie I have ever seen is called 'The Blood Brother'.
5215,너랑 잘 대화하기 위해서 번역 어플을 다운받았어.,I downloaded a translation app to talk with you well.,I downloaded a translation app to talk with you well.
5222,나는 지구화학과 관련된 일을 하였으며 많은 것을 경험했어요.,I did a work related to earth chemistry and experienced many things.,I did work related to geochemistry and experienced many things.
5224,나는 오늘 화장실 청소를 한 시간 동안 했습니다.,I cleaned a restroom for an hour today.,I cleaned the restroom for an hour today.
5225,보내 주신 파일 확인하였으나 웹사이트와 다릅니다.,I checked the file you sent but it's different from website.,I checked the file you sent but it's different from the website.
5228,그의 시신 화장 순서가 너무 밀려 있기 때문이에요.,Because it will take long to cremate his dead body,Because cremating his dead body is fallen behind the order.
5231,나는 그 영화를 중학교 수업 시간에 알게 되었어.,I came to know the movie in my middleschool's class.,I came to know the movie during my middle school's class.
5232,학생들의 화장실에 휴지와 비누가 빨리 소진되기 때문이야.,Because the tissues and soaps are fast consumed in the students' restroom.,Because the tissues and soaps are consumed fast in the students' restroom.
5234,나는 이 영화 또한 알아야 한다는 것을 이야기한다고 생각해요.,I believe they should know about this movie also.,I think this movie also talks about the things that we should know.
5243,저는 모든 화물을 보내는 것이라고 알고 있습니다.,I ask them about any goods.,I understand that all the goods are meant to be sent.
5244,언제쯤 전화를 하면 통화하기 가장 좋은 시간인가요?,What time is the best to have a conversation on cellphones?,When is the best time to call and have a conversation?
5249,나는 그 영화를 매우 기대하고 있으며 다음 주에 보러 갈 것입니다.,I am looking forward to that movie and I am going to see it.,I am looking forward to that movie and I am going to see it next week.
5250,나는 그 영화를 보고 부부라는 게 그런 것이라는 것을 알았어.,I acknowledged what husband and wife is after watching the movie.,I acknowledged what husband and wife are like after watching the movie.
5254,저는 기후변화 즉 지구온난화에 대해 발표를 하겠습니다.,"I am going to present about climate change, especially global warming.","I am going to present about climate change, in other words, global warming."
5257,저도 기초 화장품을 자주 바꾸지 않는 편이라서요.,I also do not change fundamental cosmetics.,I also do not change fundamental cosmetics that often.
5262,네가 본 영화 중에서 가장 기억에 남는 영화는 무엇이니?,What is the most memorable movie you ever watched?,What is the most memorable movie you've ever watched?
5274,제 꿈은 화학 연구원이며 그 꿈을 이루기 위해 지원했습니다.,My dream is to become a chemistry researcher and I applied for it to realize my dream.,My dream is to become a chemistry researcher and I applied to realize my dream.
5288,물론 제 전화번호를 미리 등록해 놔야 합니다.,"Of course, I should register my number beforehand.","Of course, I should register my number beforehand."
5289,그는 이 영화로 인해서 이름이 알려지게 되었습니다.,He became known for this film.,He became known for this film.
5292,나는 인생에서 매우 화가 나는 일이 거의 없어.,"In my life, I rarely get very angry.","In my life, I rarely get very angry."
5296,내가 이 영화를 본 것은 중학교 2학년 때였어요.,It was when I saw the film eighth grade.,It was eighth grade when I saw this film.
5298,또한 각각 화합물의 농도에 대해서도 알려주시기 바랍니다.,"In addition, with regard to the concentration of each compound, please let me know.",Also please let me know the concentration of each compound.
5306,급할 때 전화를 안 받으면 무슨 필요가 있나요?,"If you don't answer the phone in emergency, what is the phone for?","If you don't answer the phone in case of an emergency, what is the phone for?"
